,Laptop Brand,Price,Country of Origin,Series,Model,Utility,Device Type,OS,Dimensions,Weight,Warranty,Type,Touch,Size,Resolution,PPI,Aspect Ratio,Anti Glare Screen,Features,Ethernet,WiFi,Bluetooth,USB Ports,HDMI,Fingerprint Sensor,Microphone In,Headphone Jack,Camera,Keyboard,Keyboard Backlit,Touchpad,Inbuilt Microphone,Speakers,Sound,Optical Drive,Processor,Speed,Cache,Brand,Generation,GPU,RAM,Solid State Drive,Sales Package,Security Lock Port,Chipset,Dedicated Memory,Maximum RAM Supported,Battery,Adapter Type,Other Features,USB Port Details,Battery Backup,RAM Slots,Hard Disk Capacity,Hard Disk Speed,Hard Disk Interface,Card Reader,RAM Bus Speed,Included Software,Thunderbolt,Optane Memory,Rear Camera,GPU Clock Speed,VGA,Optical Drive Speed
248,MSI,"₹1,14,990",,Core i7,10750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),357 x 248 x 27.5 mm,2.3 kg,2 years Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,Full HD LED Backlit IPS Thin Bezel Display (144 Hz Refresh Rate),Yes,Intel Wi-Fi 6 AX201 (2x2 ax),v5.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Per Key RGB Steelseries Keypad,Yes,Yes,Built-in Microphone,Built-in Dual Speakers,"2 x 2 W Speakers, Hi-Res Audio",No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2060,16 GB DDR4,256 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 6 GB,,6 Cell Battery,230 W AC Adapter,51 WHr Li-ion Battery,,,,1 TB,,,SD Card Reader,2666 MHz,"Matrix Display, Dragon Center, Cooler Boost 5, True Color 2.0, Nahimic 3",,,,,,
249,MSI,"₹69,990",,Ryzen 7 ,3750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),357.7 x 248 x 27.5 mm,2.33 kg,1 year Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,Full HD LED Backlit IPS Thin Bezel Display (144 Hz Refresh Rate),Yes,AzureWare AW-CB375NF (2x2),v5,"1 x USB Type-C, 3 x USB 3.0, 1 x USB 2.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,Backlight Keyboard (Single Color - Red),Yes,Yes,Built-in Microphone,Built-in Dual Speakers,2 x 3 W Speakers,No,AMD Ryzen 7 ,"2.3 GHz, Quad Core Turbo Boost Upto 4 GHz",4 MB,AMD,3rd Gen,AMD Radeon RX 5500M,16 GB DDR4,256 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 4 GB,,6 Cell Battery,180 W AC Adapter,51 WHr Li-ion Battery,,,,1 TB,,,SD Card Reader,2400 MHz,"Matrix Display, Dragon Center2.0, GamingMode, VR Ready, Cooler Boost 5, Nahimic 3, Nahimic VR, AMD SmartShift, FreeSync, AMD Optimized Game Driver",,,,,,
250,HP,"₹69,999",,Core i5,9300H,Gaming,Netbook,Windows 10 Home Basic (64-bit),360 x 256 x 23.4 mm,2.25 kg,1 Year,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,Diagonal Full HD IPS micro-edge WLED- backlit Display,No,802.11 a/b/g/n/ac,v5,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,,Yes,Yes,Yes,Gaming Keyboard,Yes,Multi-touch gesture support,Integrated Dual Array Digital Microphone,Dual Speakers,,No,Intel Core i5-9300H ,"2.4 GHz, Quad Core Turbo Boost Upto 4.1 GHz",8 MB,Intel,9th Gen,Intel UHD 630,8 GB DDR4,256 GB,,,,,,3 Cell Battery,,,,,1,,,,Yes,2666 MHz,,,,,,,
251,HP,"₹68,691",,Core i5,1035G1 ,Gaming,Netbook,Windows 10 Home (64-bit),324 x 221 x 18.7 mm,1.61 kg,No Warranty,IPS,No,14 inches,1920 x 1080 pixels,~ 157,,No,,No,Yes,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI 2.0 Port,,Yes,Yes,Yes,"Full-size, ash silver keyboard",Yes,Precision Touchpad Support,Dual array Digital Microphone,Dual speakers,HP Audio Boost 1.0,No,Intel Core i5,"1 GHz, Quad Core Turbo Boost Upto 3.6 GHz",6 MB,Intel ,10th Gen, Intel UHD Graphics,8 GB DDR4,512 GB,,,,,,,65 W EM AC power adapter,,,,,,,,Multi-format SD Media Card Reader,3200 MHz,,,,,,,
252,HP,"₹1,31,990",,Core i7,10750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),357.9 x 239.7 x 22.5 mm,2.45 kg,1 year Onsite Warranty,WLED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"Full HD WLED Backlit IPS Display (300 nits Brightness, 100% sRGB Color Gamut, 141 PPI, 300 Hz Refresh Rate)",Integrated 10/100/1000 Gigabit LAN,Intel Wi-Fi 6 AX 201 (2x2),v5,"1 x USB Type-C, 1 x USB 2.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"Full-size Island-style 4-zone RGB Backlit Shadow Black Keyboard (26-Key Rollover Anti-Ghosting Key Technology), Yes",Yes,HP Imagepad with Multi-touch Gesture Support (Precision Touchpad Support),Integrated Dual Array Digital Microphone,Built-in Dual Speakers,Audio by Bang & Olufsen,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2060,16 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 6 GB,,6 Cell Battery,,"70.9 WHr Li-ion Polymer Battery with Fast Charge Support, Miracast Compatible, Omen Tempest Cooling Technology",,,2,,,,"3-in-1 Card Reader (SD, SDHC, SDXC)",2933 MHz,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Jumpstarts, HP Audio Switch, HP Audio Boost, HP Support Assistant",,,,,,
253,Asus,"₹77,990",,Core i7,10750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),360 x 275 x 25.8 mm,2.3 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"Full HD LED Backlit IPS Display (144 Hz Refresh Rate, 250 nits Brightness, 1:1000 Contrast Ratio, 45% NTSC Color Gamut, 67% sRGB, 50% Adobe, 170 Degree Viewing Angle)",10/100/1000 Mbps,IEEE 802.11ax,v5.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI v2.0b Port,,Yes,Yes,No,"Chiclet Backlit RGB Keyboard, Yes",Yes,Yes,Built-in Array Microphone,Built-in Dual Speakers,2 x 1.5 W Speakers,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650 Ti,8 GB DDR4,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,Intel HM470,GDDR6 4 GB,Upto 32 GB,3 Cell Battery,,"48 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",,,2,,,,,2933 MHz,,,,,,,
254,MSI,"₹86,879",,Core i7,9750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),397 x 260 x 23.1 mm,2.2 kg,2 years Warranty,LED ,No,17.3 inches,1920 x 1080 pixels,~ 127,,No,Full HD LED Backlit Display (144 Hz Refresh Rate),Yes,Intel Wireless-AC 9560 (2x2 ac),v5,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Single Backlight Keyboard (Red),Yes,Yes,Built-in Microphone,Built-in Dual Speakers,2 x 2 W Speakers,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,9th Gen,NVIDIA Geforce GTX 1650 Ti,16 GB DDR4,256 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,Intel HM370,GDDR6 4 GB,,3 Cell Battery,,51 WHr Li-ion Battery,,,,1 TB,,,,2666 MHz,"Cooler Boost 5, Audio Boost, Dragon Center, Nahimic 3",,,,,,
255,Dell,"₹86,990",,Ryzen 7 ,4800H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),254 x 366 x 22 mm,2.5 kg,1 year Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,Full HD LED Backlit IPS Display (Refresh Rate: 60 Hz),,IEEE 802.11ac,v5,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",1 x HDMI v1.4b Port,,Yes,Yes,Yes,"English Red , Yes",Yes,Yes,Built-in Microphone,Built-in Dual Speakers,Waves Maxx Audio,No,AMD Ryzen 7 ,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,AMD,4th Gen,AMD Radeon RX 5600M,8 GB DDR4,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",Kensington Lock Port,,GDDR6 6 GB,Upto 32 GB,3 Cell Battery,,Li-ion Battery,,Upto 6 hours,2,,,,"3-in-1 Card Reader (SD, SDHC, SDXC)",2666 MHz,,,,,,,
256,HP,"₹49,990",,Core i5,9300H,Gaming,Netbook,Windows 10 Home Basic (64-bit),360 x 256 x 23.4 mm,2.23 kg,1 year Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"Diagonal Full HD IPS micro-edge WLED-backlit, 250 nits, 45% NTSC Display",No,802.11 a/b/g/n/ac,v5,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,,Yes,Yes,Yes,Gaming Keyboard,Yes,Multi-Touch Gestures Enabled,Integrated Dual Array Digital Microphone,Dual Speakers,,No,Intel Core i5-9300H ,"2.4 GHz, Quad Core Turbo Boost Upto 4.1 GHz",8 MB,NVIDIA,9th Gen,NVIDIA Geforce GTX 1650,8 GB DDR4,512 GB,,,Intel HM370 Express,4 GB,,3 Cell Battery,,,,,1,,,,Yes,2666 MHz,,,,,,,
257,HP,"₹1,29,500",,Core i7,10750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),357.9 x 239.7 x 22.5 mm,2.45 kg,1 year Onsite Warranty,WLED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"Full HD WLED Backlit IPS Display (300 nits Brightness, 72% NTSC Color Gamut, 141 PPI, 144 Hz Refresh Rate)",Integrated 10/100/1000 Gigabit LAN,Intel Wi-Fi 6 AX 201 (2x2),v5,"1 x USB Type-C, 1 x USB 2.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"Full-size Island-style 4-zone RGB Backlit Shadow Black Keyboard (26-Key Rollover Anti-Ghosting Key Technology), Yes",Yes,HP Imagepad with Multi-touch Gesture Support (Precision Touchpad Support),Integrated Dual Array Digital Microphone,Built-in Dual Speakers,Audio by Bang & Olufsen,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1660 Ti,16 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 6 GB,Upto 32 GB,6 Cell Battery,,"70.9 WHr Li-ion Polymer Battery with Fast Charge Support, Miracast Compatible, Omen Tempest Cooling Technology",,,2,,,,"3-in-1 Card Reader (SD, SDHC, SDXC)",2933 MHz,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Jumpstarts, HP Audio Switch, HP Audio Boost, HP Support Assistant",,,,,,
258,Lenovo,"₹69,990",,Ryzen 5 ,4600H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 249.6 x 24.9 mm,2.2 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,16:9 ,Yes,"Full HD LED Backlit IPS Display (60 Hz Refresh Rate, 250 nits Brightness, 45% NTSC Color Gamut)",100/1000 Mbps,IEEE 802.11ac (2x2),v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"English Blue LED , Yes",Yes,Multi-touch Touchpad,Dual Array Microphone,Built-in Dual Speakers,Stereo Speakers with HD Dolby Audio,No,AMD Ryzen 5 ,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,4th Gen,NVIDIA Geforce GTX 1650 Ti,8 GB DDR4,256 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 4 GB,Upto 16 GB,,135 W AC Adapter,45 WHr Li-polymer Battery,,Upto 6.7 hours,2,1 TB,5400 RPM,,,3200 MHz,Microsoft Office Home and Student 2019,,,,,,
259,Asus,"₹66,900",,Core i5,8300H ,"Gaming, Performance",Netbook,Windows 10 (64-bit),,2.1 kg,No Warranty,,No,,,,,No,,,Yes,Yes,2 x USB 3.0,1 x HDMI Port,,Yes,Yes,Yes,,Yes,Yes,Yes,,,No,Intel Core i5,"2.3 GHz, Quad Core Turbo Boost Upto 4 GHz",8 MB,Intel,8th Gen,GTX 1060,8 GB,512 GB,,,,6 GB,,,,,,,,,,,,,,,,,,,
260,Asus,"₹72,990",,Ryzen 5 ,4600H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),399 x 269 x 25.2 mm,2.6 kg,1 year Onsite Warranty,LED,No,17.3 inches,1920 x 1080 pixels,~ 127,16:9,Yes,"Full HD LED Backlit IPS-Level Display (250 nits Brightness, 800:1 Contrast, 45% NTSC, 67% sRGB, 50% Adobe, 170/170 Viewing Angle, 120 Hz Refresh Rate )",10/100/1000 Mbps,IEEE 802.11ac (Wi-Fi 5),v5,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI v2.0b Port,,Yes,Yes,Yes,"One Zone RGB Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-in Array Microphone,Built-in Dual Speakers,2 x 2 W Speakers with DTS Software,No,AMD Ryzen 5 ,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,4th Gen,NVIDIA Geforce GTX 1650 Ti,8 GB DDR4,256 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",Kensington Lock Slot,,GDDR6 4 GB,Upto 32 GB,3 Cell Battery,150 W AC Adapter,"48 WHr Lithium Polymer Battery, BIOS Administrator Password and User Password Protection",,,2,1 TB,5400 RPM,,,3200 MHz,,,,,,,
261,MSI,"₹1,41,990",,Core i7,10750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),377 x 248 x 27.5 mm,2.3 kg,2 years Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,No,"Full HD LED Backlit IPS Thin Bezel Display (144 Hz Refresh Rate, Close to 100% sRGB)",Gigabit LAN,Killer Wi-Fi 6 AX1650i,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Per-key RGB Keyboard (Full Color),Yes,Yes,Built-in Microphone,Built-in Dual Speakers,2 x 2 W Stereo Speakers,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2070,32 GB DDR4,512 GB,"Laptop, Power Adaptor, Air Gaming Backpack, User Guide, Warranty Documents",,Intel HM470,GDDR6 8 GB,,6 Cell Battery,280 W AC Adapter,51 WHr Li-Polymer Battery,,,2,1 TB,,,3-in-1 Card Reader,2666 MHz,"Shift, Cooler Boost 5, True Color 2.0, Nahimic 3",,,,,,
262,Dell,"₹65,889",,Ryzen 5 ,4600H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),254 x 366 x 22 mm,2.5 kg,1 year Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,Full HD LED Backlit IPS Display,,IEEE 802.11ac,v5,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",1 x HDMI v1.4b Port,,Yes,Yes,Yes,"English Red , Yes",Yes,Yes,Built-in Microphone,Built-in Dual Speakers,Waves Maxx Audio,No,AMD Ryzen 5 ,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,AMD,4th Gen,AMD Radeon RX 5600M,8 GB DDR4,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",Kensington Lock Port,,GDDR6 6 GB,Upto 32 GB,3 Cell Battery,,Li-ion Battery,,Upto 6 hours,2,,,,"3-in-1 Card Reader (SD, SDHC, SDXC)",2666 MHz,,,,,,,
263,Acer,"₹67,990",,Ryzen 7 ,3750H,"Gaming, Performance",Netbook,Windows 10 Home Basic (64-bit),363.4 x 255 x 23.8 mm,2.3 kg,1 Year,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,Full HD LED Display,No,802.11 a/b/g/n/ac,v5,No USB Port,1 x HDMI Port,,Yes,Yes,Yes,Gaming Keyboard,Yes,with Multi-Touch Gestures Enabled,Built-in Microphone,Dual Speakers,,No,AMD Ryzen 7,"2.3 GHz, Quad Core Turbo Boost Upto 4 GHz",4 MB,NVIDIA,3rd Gen,NVIDIA Geforce GTX 1650,8 GB DDR4,512 GB,,,,4 GB,,4 Cell Battery,,,,,2,,,,Yes,2666 MHz,,,,,,,
264,MSI,"₹1,79,990",,Core i7,10750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),3970 x 2680 x 275 mm,2.66 kg,2 years Warranty,LED ,No,17.3 inches,1920 x 1080 pixels,~ 127,,No,"Full HD LED Backlit IPS Thin Bezel Display (240 Hz Refresh Rate, 72% NTSC, Close to 100% sRGB)",Gigabit LAN,Intel Wi-Fi 6 AX201,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Per-key RGB Keyboard (Full Color),Yes,Yes,Built-in Microphone,Built-in Dual Speakers,2 x 3W Stereo Speakers,No,Intel Core i7,"5 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2080 Super,32 GB DDR4,1 TB,"Laptop, Power Adaptor, Air Gaming Backpack, User Guide, Warranty Documents",,Intel HM470,GDDR6 8 GB,,6 Cell Battery,,65 WHr Li-Polymer Battery,,,2,1 TB,,,3-in-1 Card Reader,2666 MHz,"Shift, Cooler Boost 5, True Color 2.0, Nahimic 3",,,,,,
265,MSI,"₹58,499",,Core i5,9300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 254 x 21.7 mm,1.86 kg,2 years Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,Full HD LED Backlit IPS Display,,Intel Wireless-AC 9560 (2x2),v5,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Backlight Keyboard (SingleColor - Red),Yes,Yes,Built-in Microphone,Built-in Dual Speakers,2 x 2 W Speakers,No,Intel Core i5,"2.4 GHz, Quad Core Turbo Boost Upto 4.1 GHz",8 MB,NVIDIA,9th Gen,NVIDIA Geforce GTX 1650 Max-Q,8 GB DDR4,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 4 GB,,3 Cell Battery,120 W AC Adapter,51 WHr Li-Polymer Battery,,,,,,,,2666 MHz,"Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",,,,,,
266,HP,"₹64,598",,Core i5,10300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),370 x 262 x 23.5 mm,2.44 kg,1 year Onsite Warranty,WLED ,No,16.1 inches,1920 x 1080 pixels,~ 137,,Yes,"Full HD WLED Backlit IPS Display (250 nits Brightness, 45% NTSC Color Gamut)",Integrated 10/100/1000 Gigabit LAN,Intel Wi-Fi 6 AX 201 (2x2),v5,"1 x USB Type-C, 1 x USB 2.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"Full-size Island-style Ghost White Backlit Shadow Black Keyboard with Numeric Keypad, Yes",Yes,HP Imagepad with Multi-touch Gesture Support (Precision Touchpad Support),Integrated Dual Array Digital Microphone,Built-in Dual Speakers,Audio by Bang & Olufsen,No,Intel Core i5,"2.5 GHz, Quad Core",8 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650,8 GB DDR4,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 4 GB,,3 Cell Battery,,"52.5 WHr Li-ion Polymer Battery with Fast Charge Support, Miracast Compatible",,,2,1 TB,7200 RPM,,"3-in-1 Card Reader (SD, SDHC, SDXC)",2933 MHz,"Microsoft Office Home and Student 2019, HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Jumpstarts, HP Audio Switch, HP Audio Boost, HP Support Assistant",,,,,,
267,HP,"₹98,990",,Core i7,10750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),370 x 262 x 23.5 mm,2.44 kg,1 year Onsite Warranty,WLED ,No,16.1 inches,1920 x 1080 pixels,~ 137,,Yes,"Full HD WLED Backlit IPS Display (250 nits Brightness, 45% NTSC Color Gamut)",Integrated 10/100/1000 Gigabit LAN,Intel Wi-Fi 6 AX 201 (2x2),v5,"1 x USB Type-C, 1 x USB 2.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"Full-size Island-style Ghost White Backlit Shadow Black Keyboard with Numeric Keypad, Yes",Yes,HP Imagepad with Multi-touch Gesture Support (Precision Touchpad Support),Integrated Dual Array Digital Microphone,Built-in Dual Speakers,Audio by Bang & Olufsen,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650 Ti,16 GB DDR4,256 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 4 GB,,3 Cell Battery,,"52.5 WHr Li-ion Polymer Battery with Fast Charge Support, Miracast Compatible",,,2,1 TB,7200 RPM,,"3-in-1 Card Reader (SD, SDHC, SDXC)",2933 MHz,"Microsoft Office Home and Student 2019, HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Jumpstarts, HP Audio Switch, HP Audio Boost, HP Support Assistant",,,,,,
268,HP,"₹78,990",,Core i5,10300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),370 x 262 x 23 mm,2.44 kg,1 year Onsite Warranty,LED ,No,16.1 inches,1920 x 1080 pixels,~ 137,,No,Full HD LED Backlit Display,Integrated 10/100/1000 Gigabit LAN,Intel Wi-Fi 6 AX 201 (2x2),v5,2 x USB 3.0,1 x HDMI Port,,Yes,Yes,Yes,"Full-size Island-style Ghost White Backlit Shadow Black Keyboard with Numeric Keypad, Yes",Yes,Multi-gesture Touchpad,Built-in Microphone,Built-in Dual Speakers,,No,Intel Core i5,"2.5 GHz, Quad Core",8 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650,8 GB DDR4,256 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,Intel HM470,GDDR5 4 GB,,3 Cell Battery,,Li-ion Battery,,,,1 TB,,,Micro SD Card Reader,2933 MHz,Microsoft Office Home and Student 2019,,,,,,
269,HP,"₹59,990",,Core i5,9300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),360 x 256 x 23.4 mm,2.28 kg,1 year Onsite Warranty,WLED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"Full HD WLED Backlit Display (250 nits Brightness, 45% NTSC Color Gamut, 144 Hz Refresh Rate)",Integrated 10/100/1000 Gigabit LAN,IEEE 802.11 b/g/n/ac (2x2),v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"Full-size Island-style Ultra Violet with Numeric Keypad, Yes",Yes,Touchpad with Multi-touch Gesture Support,Integrated Dual Array Digital Microphone,Built-in Dual Speakers,Audio by Bang & Olufsen,No,Intel Core i5,"2.4 GHz, Quad Core Turbo Boost Upto 4.1 GHz",8 MB,NVIDIA,9th Gen,NVIDIA Geforce GTX 1650,8 GB DDR4,256 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR5 4 GB,,3 Cell Battery,,"52.5 WHr Li-ion Battery with Fast Charge Support, Miracast Compatible",,,2,1 TB,7200 RPM,,"3-in-1 Card Reader (SD, SDHC, SDXC)",2666 MHz,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Audio Switch, HP Audio Boost, HP Support Assistant, Microsoft Office Home and Student 2019",,,,,,
270,Lenovo,"₹1,34,500",,Core i7,10750H,Gaming,Netbook,Windows 10 (64-bit),363 x 259 x 23 mm,2.3 kg,1 year Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,No,120 Hz Refresh Rate,,Yes,v5,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.0 Port,,Yes,Yes,Yes,,Yes,Yes,Yes,Harman Speakers,Dolby Atmos,No,Intel Core i7 10750H,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA ,10th Gen,NVIDIA GTX 1650,8 GB DDR4,256 GB,"Laptop, Adapter, Manual",Yes,,4 GB,,4 Cell Battery,,,,Upto 8 hours,,1 TB,,,,,,,,,,,
271,MSI,"₹2,37,490",,Core i7,10750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),358 x 248 x 19.5 mm,2.11 kg,2 years Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,No,"Full HD LED Backlit IPS Thin Bezel Display (300 Hz Refresh Rate, Close to 100% sRGB)",Gigabit LAN,Killer Wi-Fi 6 AX1650i,v5,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Per-key RGB Keyboard (Full Color),Yes,Yes,Built-in Microphone,Built-in Dual Speakers,2 x 2 W Stereo Speakers,No,Intel Core i7,"5 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2070 Super Max-Q,32 GB DDR4,1 TB,"Laptop, Power Adaptor, Air Gaming Backpack, User Guide, Warranty Documents",,Intel HM470,GDDR6 8 GB,Upto 32 GB,4 Cell Battery,230 W AC Adapter,99 WHr Li-Polymer Battery,,,2,,,,,2666 MHz,"Shift, Cooler Boost 5, True Color 2.0, Nahimic 3",,,,,,
272,MSI,"₹67,990",,Core i5,10300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 254 x 21.7 mm,1.86 kg,2 years Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,Full HD LED Backlit IPS Display,Yes,Intel Wi-Fi 6 AX 201 (2x2),v5.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Backlight Keyboard (Single Color - Red),Yes,Yes,Built-in Microphone,Built-in Dual Speakers,2 x 2 W Speakers,No,Intel Core i5,"2.5 GHz, Quad Core",8 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650 Ti Max-Q,8 GB DDR4,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 4 GB,,3 Cell Battery,,51 WHr Li-Polymer Battery,,,,,,,SD Card Reader,,"Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",,,,,,
