Laptop Brand,Price,Series,Device Type,OS,Dimensions,Weight,Warranty,Type,Touch,Size,Resolution,PPI,Anti Glare Screen,Features,Ethernet,HDMI,Microphone In,Headphone Jack,Camera,Keyboard,Keyboard Backlit,Inbuilt Microphone,Speakers,Optical Drive,Processor,Speed,Cache,Brand,Generation,GPU,Dedicated Memory,RAM,Solid State Drive,Battery,Sales Package,USB Type-C,USB 3.0,USB 2.0
HP,13630279.5,Ryzen 5 ,Netbook,Windows 10 Home,370 x 262 x 24 mm,2.48 kg,1,IPS,No,16.1 inches,1920 x 1080 pixels,~ 137,Yes,,"Integrated 10/100/1000 GbE LAN
",1 x HDMI 1.4 Port,Yes,Yes,Yes,"Full-size, Ceramic White Keyboard With Numeric Keypad
",Yes,"Dual Array Digital Microphones
",Dual speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 3050 ,GDDR6  4 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adapter
",1,1,0
Acer,16024864.500000002,Core i5,Netbook,Windows 10 Home,363 x 255 x 23.9 mm,2.2 kg,1,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"144 Hz Refresh Rate, Acer ComfyView LED-backlit TFT LCD Narrow Bezels Display, Smooth, Blur-free Gameplay, 80 Percent Screen-to-Body Ratio",,1 x HDMI Port,Yes,Yes,Yes,RGB-Backlit Keyboard,Yes,Yes,Stereo Speakers,No,Intel Core i5,"3.1 GHz, Quad Core Turbo Boost Upto 4.4 GHz",8 MB,NVIDIA,11th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,16 GB DDR4,512 GB,,,1,3,0
Acer,18572175.0,Core i7,Netbook,Windows 10 Home,363 x 255 x 24 mm,2.2 kg,1,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"144 Hz Refresh Rate, Acer ComfyView LED-backlit TFT LCD Narrow Bezels Display, Smooth, Blur-free Gameplay, 80 Percent Screen-to-Body Ratio",,1 x HDMI Port,Yes,Yes,Yes,RGB-Backlit Keyboard,Yes,Yes,Stereo Speakers,No,Intel Core i7,"3.3 GHz, Quad Core Turbo Boost Upto 4.8 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,1 TB,,"Battery, Laptop, Adaptor
",1,3,0
ASUS,15459214.500000002,Core i5,Netbook,Windows 10 Home,,2.5 kg,1,LED,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,FHD 144Hz Display,No,1 x HDMI Port,Yes,Yes,Yes,Backlit One Zone RGB Keyboard,Yes,Yes,Built-in Speakers,No,Intel Core i5,"2.2 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR5 4 GB,8 GB,1 TB,3 Cell Battery,"Main Unit, Charging Cable, Charging Adapter
",0,2,0
ASUS,31295529.000000004,Ryzen 9 ,Netbook,Windows 10 Home,299 x 222 x 15.8 mm,1.3 kg,1,LED ,Yes,13.4 inches,1920 x 1080 pixels,~ 338,Yes,"WQUXGA LED Backlit LCD Glossy IPS-Level Touch Display with Adaptive Sync (60 Hz Refresh Rate, 300 nits Brightness, 1000:1 Contrast Ratio, 82% NTSC Color Gamut, 116% sRGB, 86% Adobe, 85% DCI-P3, Pantone Validated)",No,1 x HDMI 2.0b Port,Yes,Yes,Yes,"Backlit Chiclet Keyboard, Yes",Yes,Built-in Array Microphone,2 x 1 W Speaker with Smart Amp Technology,No,AMD Ryzen 9,"3 GHz, Octa Core Turbo Boost Upto 4.8 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,32 GB LPDDR4X,1 TB,4 Cell Battery,"Laptop, TYPE-C Power Adaptor, User Guide, Warranty Documents, GV301 sleeve bag, Pen",2,1,1
ASUS,15063259.5,Core i5,Netbook,Windows 10 Home,399 x 269 x 24 mm,2.6 kg,1,LED,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,FHD 144Hz Display,No,1 x HDMI Port,Yes,Yes,Yes,Backlit One Zone RGB Keyboard,Yes,Yes,Built-in Speakers,No,Intel Core i5,"2.2 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR5 4 GB,8 GB,512 GB,3 Cell Battery,"Main Unit, Charging Cable, Charging Adapter
",0,2,0
ASUS,12915675.0,Ryzen 5 ,Netbook,Windows 10 Home,399 x 269 x 25.2 mm,2.6 kg,1,LED ,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,"Full HD LED Backlit IPS Display with Adaptive-Sync Technology (250 nits Brightness, 800:1 Contrast Ratio, 45% NTSC Color Gamut, 62.5% sRGB, 47.34% Adobe, 120 Hz Refresh Rate)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,Yes,"Backlit Chiclet RGB Keyboard, Yes",Yes,Built-in Array Microphone,Built-in Dual Speakers,No,AMD Ryzen 5,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",11 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,16 GB DDR4,512 GB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,1
ASUS,19230214.5,Ryzen 7 ,Netbook,Windows 10 Home,354 x 259 x 26 mm,2.1 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 1:1000 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,No,"4-Zone RGB Backlit Chiclet Keyboard, Yes",Yes,Built-In Array Microphone (AI Noise Cancelling),Built-In Dual Speakers,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
HP,15366636.450000001,Core i7,Netbook,DOS,,,1,LED,No,14 inches,1366 x 768 pixels,~ 112,No,,,1 x HDMI Port,Yes,Yes,Yes,,,Yes,,No,Intel Core i7,,Smart Cache,INTEL,10th Gen,Intel UHD Graphics,,8 GB DDR4,512 GB,,"1 x Laptop, 1 x Adapter, 1 x User Instruction Book",1,2,0
Dell,14956917.3,Core i5,Netbook,Windows 10 Home,254 x 366 x 22 mm,2.3 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED Backlit IPS Display,No,1 x HDMI v1.4b Port,Yes,Yes,Yes,"English International , Yes",Yes,Built-in Microphone,Built-in Dual Speakers,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650 Ti,GDDR6 4 GB,8 GB DDR4,256 GB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",0,1,2
ASUS,14327914.5,Core i5,Netbook,Windows 10 Home,359 x 256 x 24.7 mm,2 kg,1,IPS-level,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Refresh Rate:144 Hz,10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,Yes,No,"Backlit RGB Chiclet Keyboard, Yes",Yes,Built-in Array Microphone,Built-in Speaker,No,Intel Core i5,"3.1 GHz, Quad Core Turbo Boost Upto 4.4 GHz",8 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide",1,0,0
ASUS,31485964.500000004,Ryzen 9 ,Netbook,Windows 10 Home,359 x 256 x 24.7 mm,2.4 kg,1,IPS-level,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,,10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,Yes,Yes,"Perkey RGB , Yes",Yes,Built-in Array Microphone,Built-in Speaker,No,AMD Ryzen 9,"3.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, USB Rog Eye Clip webcam",0,3,0
ASUS,15082114.5,Core i5,Netbook,Windows 10 Home,359 x 256 x 24.7 mm,2 kg,1,IPS-level,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,sRGB:100% Adobe:75.35% Refresh Rate:144Hz,10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,Yes,No,"Backlit RGB Chiclet Keyboard, Yes",Yes,Built-in Array Microphone,Built-in Speaker,No,Intel Core i5,"3.3 GHz, Quad Core Turbo Boost Upto 4.8 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050Ti,GDDR6 4 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide",1,0,0
ASUS,16401964.500000002,Core i7,Netbook,Windows 10 Home,359 x 256 x 24.7 mm,2.3 kg,1,IPS Level Panel,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD Display (200 nits Brightness, 700:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB, 170/170 Viewing Angle, 60Hz Refresh Rate)",10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,Yes,Yes,"Backlit RGB Chiclet Keyboard, Yes",Yes,Built-in Array Microphone,Built-in Speaker,No,Intel Core i7,"2.2 GHz, Octa Core Turbo Boost Upto 5 GHz",16 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650 Ti,GDDR6 4 GB,8 GB DDR4,1 TB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,1
ASUS,12630964.5,Core i5,Netbook,Windows 10 Home,359 x 256 x 24.7 mm,2.3 kg,1,IPS Level Panel,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD Display (200 nits Brightness, 700:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB, 170/170 Viewing Angle, 60Hz Refresh Rate)",10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,Yes,Yes,"Backlit RGB Chiclet Keyboard, Yes",Yes,Built-in Array Microphone,Built-in Speaker,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650 Ti,GDDR6 4 GB,8 GB DDR4,1 TB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,1
Lenovo,16912746.45,AMD Ryzen 5 4600H,Netbook,Windows 10 Home,363 x 260 x 24 mm,2.3 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD IPS LED Backlit Display,No,1 x HDMI Port,Yes,Yes,Yes,Gaming Keyboard,Yes,Built-in Microphone,Built-in Speakers,No,AMD Ryzen 5,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,256 GB,4 Cell Battery,"Laptop, Power Adapter, User Manual
",1,3,0
ASUS,20738614.5,Ryzen 7,Netbook,Windows 10 Home,359 x 256 x 25 mm,2.3 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"144Hz Refresh Rate, Anti-Glare IPS-level Adaptive-Sync display",No,1 x HDMI Port,Yes,Yes,Yes,,,Yes,2x 2W Speaker,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3060,GDDR6  6 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, AC Adapter, User Guide, Manuals",0,4,0
ASUS,30545100.0,Ryzen 9 ,Netbook,Windows 10 Home,359 x 256 x 24.7 mm,2.3 kg,1,IPS-Type,No,15.6 inches,1920 x 1080 pixels,~ 141,No,165Hz IPS-Type Quad HD display,10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,Yes,Yes,"Perkey RGB , Yes",Yes,Built-in Array Microphone,Built-in Speaker,No,AMD Ryzen 9,"3.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX NVIDIA GeForce RTX 3070,GDDR6 8 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, USB Rog Eye Clip webcam",0,3,0
ASUS,15082114.5,Core i5,Netbook,Windows 10 Home,359 x 256 x 24 mm,2.3 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,No,1 x HDMI Port,Yes,Yes,Yes,,Yes,Yes,"2x 2W Speaker
",No,Intel Core i5,Hexa Core Turbo Boost Upto 4.5 GHz,12 MB,NVIDIA,11th Gen,"NVIDIA GeForce RTX 3050
",GDDR6 4 GB,8 GB,512 GB,4 Cell Battery,"Laptop, AC Adapter, User Guide, Manuals
",0,3,0
ASUS,14139364.5,Core i7,Netbook,Windows 10 Home,359 x 256 x 24 mm,2.3 kg,1,IPS-level Panel,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD Display (250 nits Brightness, 45% Color Gamut, 62.5% SRGB, 1000:1 Contrast)",10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,Yes,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Built-in Array Microphone,Built-in Speaker,No,Intel Core i7,"2.2 GHz, Octa Core",16,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,1 TB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,1
ASUS,21492814.5,Ryzen 7 ,Netbook,Windows 10 Home,399 x 268 x 23.9 mm,2.6 kg,1,LED ,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 800:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,Yes,"RGB Backlit Chiclet Keyboard, Yes",Yes,Built-In Array Microphone (AI Noise Cancelling),Built-In Dual Speakers,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
Lenovo,10556725.950000001,Core i5,Netbook,Windows 10 Home,363.06 x 259.61 x 26.1 mm,2.3 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit, IPS , DC Dimmer Display (120Hz Refresh Rate, 250 nits Brightness, 45% NTSC Color Gamut)",100/1000 MBPS,1 x HDMI v2.0 Port,Yes,Yes,Yes,"Legion True Strike White , Yes",Yes,Built-In Dual Array Microphone,Built-In Harman Branded Dual Stereo Speakers,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,512 GB,,"Laptop, Power Adaptor, User Guide, Warranty Documents",0,1,1
ASUS,17061889.5,Ryzen 5 ,Netbook,Windows 10 Home,354 x 259 x 26 mm,2.1 kg,1,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit, Adaptive-Sync Display (144Hz Refresh Rate)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,No,"4-Zone RGB Backlit Chiclet Keyboard, Yes",Yes,Built-In Array Microphone (AI Noise Cancelling),Built-In Dual Speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
ASUS,28280614.5,Ryzen 9 ,Netbook,Windows 10 Home,359 x 256 x 24.7 mm,2.4 kg,1,IPS-level,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,sRGB: 1 Adobe: 75.35% Refresh Rate: 144Hz Response Time: 3ms ,10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,Yes,Yes,"Perkey RGB , Yes",Yes,Built-in Array Microphone,Built-in Speaker,No,AMD Ryzen 9,"3.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, USB Rog Eye Clip webcam",0,3,0
Lenovo,14139364.5,Ryzen 7,Netbook,Windows 10 Home,359 x 249.6 x 24.9 mm,2.2 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit, IPS Display (250 nits Brightness, 120 Hz Refresh Rate, 3-Sided Narrow Bezel)",100/1000 MBPS,1 x HDMI v2.0 Port,Yes,Yes,Yes,"Blue LED with Larger Arrow Keys, Yes",Yes,Built-In Dual Array Microphone,Built-In Dual Stereo Speakers,No,AMD Ryzen 7,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,16 GB DDR4,512 GB,,"Laptop, Power Adaptor, User Guide, Warranty Documents",0,2,1
ASUS,18476014.5,Ryzen 5 ,Netbook,Windows 10,395 x 282 x 21.4 mm,2.5 kg,1,LED,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,,10/100/1000 MBPS,1 x HDMI 2.0b Port,Yes,Yes,No,"Backlit KB- 4 zone RGB, Yes",Yes,AI mic noise-canceling Built-in array microphone,2x 2W speaker,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,1 TB,4 Cell Battery,"Gaming laptop, adaptor, user manual",1,3,0
ASUS,21304264.5,Core i7,Netbook,Windows 10 Home,359 x 256 x 24.5 mm,2.3 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 1000:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,Yes,"RGB Backlit Chiclet Keyboard, Yes",Yes,Built-In Array Microphone,Built-In Dual Speakers,No,Intel Core i7,"2.3 GHz, Octa Core",,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",0,3,0
ASUS,23566864.5,Core i7,Netbook,Windows 10 Home,360 x 252 x 19.9 mm,2 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 1000:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,No,"Backlit Chiclet Keyboard, Yes",Yes,Built-In Array Microphone,Built-In Dual Speakers,No,Intel Core i7,"3.3 GHz, Quad Core Turbo Boost Upto 4.8 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3070,GDDR6 8 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",0,3,0
ASUS,14893564.5,Core i5,Netbook,Windows 10 Home,399 x 269 x 24.8 mm,2.6 kg,1,LED ,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 800:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,Yes,"RGB Backlit Chiclet Keyboard, Yes",Yes,Built-In Array Microphone (AI Noise Cancelling),Built-In Dual Speakers,No,Intel Core i5,"2.7 GHz, Hexa Core",12,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents, TUF Sticker, Palm Rest",0,3,0
Lenovo,11499664.5,Ryzen 5 ,Netbook,Windows 10 Home,359 x 249.6 x 24.9 mm,2.2 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit, IPS Display (250 nits Brightness, 60Hz Refresh Rate, 3-Sided Narrow Bezel)",100/1000 MBPS,1 x HDMI v2.0 Port,Yes,Yes,Yes,"Blue LED with Larger Arrow Keys, Yes",Yes,Built-In Dual Array Microphone,Built-In Dual Stereo Speakers,No,AMD Ryzen 5,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,256 GB,,"Laptop, Power Adaptor, User Guide, Warranty Documents",0,2,1
ASUS,15082114.5,Core i5,Netbook,Windows 10 Home,360 x 252 x 20 mm,2 kg,1,IPS-level,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Refresh Rate:144 Hz,10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,Yes,No,"Backlit RGB Chiclet Keyboard, Yes",Yes,Built-in Array Microphone,Built-in Speaker,No,Intel Core i5,"3.1 GHz, Quad Core Turbo Boost Upto 4.4 GHz",8 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide",1,3,0
ASUS,18287464.5,Core i7,Netbook,Windows 10 Home,359 x 256 x 24.7 mm,2 kg,1,IPS-level,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"sRGB:100% Adobe:75.35% Refresh Rate:144Hz, IPS-level",10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,Yes,No,"Backlit RGB Chiclet Keyboard, Yes",Yes,Built-in Array Microphone,Built-in Speaker,No,Intel Core i7,"3.3 GHz, Quad Core Turbo Boost Upto 4.8 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide",1,0,0
ASUS,16967614.5,Core i7,Netbook,Windows 10 Home,359 x 256 x 24.9 mm,2.3 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (250 nits Brightness, 1000:1 Contrast Ratio, 45% NTSC Color Gamut, 62.5% sRGB, 47.1% Adobe, 144 Hz Refresh Rate)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,Yes,"Backlit Chiclet RGB Keyboard, Yes",Yes,Built-in Array Microphone,Built-in Speakers,No,Intel Core i7,"2.2 GHz, Octa Core Turbo Boost Upto 5 GHz",16 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1660 Ti,GDDR6 6 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,1
ASUS,18853114.5,Ryzen 5 ,Netbook,Windows 10,395 x 282 x 21.4 mm,2.5 kg,1,IPS-level,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,Refresh Rate: 144Hz Value IPS-level,10/100/1000 MBPS,1 x HDMI 2.0b Port,Yes,Yes,No,"Backlit KB- 4 zone RGB, Yes",Yes,AI mic noise-canceling Built-in array microphone,2x 2W speaker,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR4,512 GB,4 Cell Battery,"Gaming laptop, adaptor, user manual",1,3,0
ASUS,19607314.5,Ryzen 7 ,Netbook,Windows 10 Home,324 x 220 x 19.9 mm,1.7 kg,1,LED,No,14 inches,1920 x 1080 pixels,~ 157,Yes,Full HD IPS LED Backlit Display,No,1 x HDMI Port,Yes,Yes,Yes,Gaming Keyboard,Yes,Built-in Microphone,Dual Speakers,No,AMD Ryzen 7,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650 Ti,4 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Adaptor, Sleeve, Rog Eye Clip webcam",1,2,0
Lenovo,11216839.5,Ryzen 5 ,Netbook,Windows 10 Home,359 x 249.6 x 24.9 mm,2.2 kg,1,IPS Display,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit, IPS Display (250 nits Brightness, 120 Hz Refresh Rate)",100/1000M,1 x HDMI v2.0 Port,Yes,Yes,Yes,"Blue LED Backlit English Keyboard, Yes",Yes,Built-in Dual Array Microphones,Built-in Dual Stereo Speakers,No,AMD Ryzen 5,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,256 GB,,"Laptop, Power Adaptor, User Guide, Warranty Documents",0,2,1
ASUS,14428977.3,Ryzen 7,Netbook,Windows 10 Home,324 x 220 x 18 mm,1.6 kg,1,LED,No,14 inches,1920 x 1080 pixels,~ 157,Yes,Full HD Display,No,1 x HDMI Port,Yes,Yes,No,Chiclet Keyboard,Yes,Built-in Array Microphone,Dual Speakers,No,AMD Ryzen 7,"2.8 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,GDDR6  4 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Charger, User Guide, ROG sleeve for 14",0,4,0
Lenovo,10350263.700000001,Core i5,Netbook,Windows 10,267 x 360 x 25 mm,2.3 kg,1,FHD,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,1 x HDMI Port,Yes,Yes,Yes,,Yes,Yes,,No,Intel Core i5,"2.4 GHz, Quad Core Turbo Boost Upto 4.1 GHz",8 MB,NVIDIA,9th Gen,Geforce GTX 1650,GDDR5 4 GB,8 GB DDR4,256 GB,,"Laptop, Charger, Product Manual",1,2,0
ASUS,16967614.5,Ryzen 5 ,Netbook,Windows 10 Home,354 x 259 x 26 mm,2.1 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD IPS LED Backlit, Display (144Hz Refresh Rate, 250 nits Brightness, 62.5% RGB)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,No,,Yes,Built-in Array Microphones,Built in Dual Speakers,No,AMD Ryzen 5,"3.3 GHz, Hexa Core",16 MB,NVIDIA,,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
